genres,acousticness,danceability,duration_ms,energy,liveness,speechiness,valence,popularity
russian pop,5687.818180000001,6312.72727,0.21506989089999998,6156.03636,1475.7272699999999,474.29091000000005,5486.54545,536000.0
scandipop,3376.00511,6442.31163,0.22324739600000001,6060.91149,1481.6737,806.18477,4699.32209,674989.3161999999
sertanejo pop,5760.08627,5778.988240000001,0.1940100918,5099.44627,3826.12549,529.20706,6823.670590000001,351419.6078
shimmer pop,1550.22769,5836.94808,0.2344558305,7112.37699,1733.65796,533.18339,4881.61999,529010.1675
shiver pop,2155.2737100000004,6158.916840000001,0.2517431136,6095.85396,1508.0446200000001,739.83813,4241.6389500000005,487221.0953
singaporean mandopop,6295.128209999999,5595.13889,0.27802070830000003,5075.3312000000005,1556.14316,325.26923,3261.57051,536367.5214
singaporean pop,6705.87179,5767.111110000001,0.2672400667,4489.4188,1601.60684,332.13077000000004,3260.1794899999995,563632.4786
socal pop punk,761.97608,4765.245940000001,0.2054566075,8325.33763,2100.41453,720.5181099999999,5494.0291799999995,471462.81639999995
social media pop,2346.66095,6581.25866,0.1925734488,6508.3722,1889.2685499999998,1269.05936,5042.411970000001,608207.5452
soda pop,6210.6666700000005,5724.0,0.14429920000000002,4828.6666700000005,2788.4,1007.93333,7570.66667,257333.3333
sophisti-pop,2381.85915,6384.81681,0.2471153823,6225.328449999999,1529.94774,401.02364,6586.669019999999,427998.84040000004
south african pop,2300.5285700000004,7542.14286,0.26417050000000003,6475.0,1630.07143,558.1428599999999,6902.85714,643571.4286
south african pop dance,503.85,7734.999999999999,0.226482,7970.0,902.0,972.0000000000001,7960.000000000001,725000.0
soviet synthpop,1800.0,7109.999999999999,0.256336,7150.0,1260.0,332.0,8990.0,430000.0
space age pop,7072.739300000001,4994.09069,0.1654855619,3682.80007,1776.75889,512.7826,5427.63343,164768.08890000003
spanish indie pop,4928.4,5846.0,0.198066,4678.0,968.0,359.6,4876.0,654000.0000000001
spanish noise pop,5130.0,4190.0,0.23396,4730.0,1330.0,288.0,3240.0,650000.0
spanish pop,3115.56332,6055.59918,0.2459114553,6720.284050000001,2296.33385,720.53936,6070.94762,571027.0051000001
spanish pop rock,3331.19108,6103.377210000001,0.2317226856,6309.710230000001,2030.1861299999998,714.70804,5905.21363,511698.49220000004
spanish synthpop,1908.33333,5893.33333,0.2231246667,8106.66667,1118.33333,345.0,6260.0,583333.3333
stomp pop,1235.61476,6319.704,0.2122814808,7789.903849999999,2069.98661,619.04186,5173.3043,546568.6275
sudanese pop,649.0,4820.0,0.322858,5620.0,3100.0,737.0,5160.0,500000.0
sunshine pop,5014.534189999999,5080.01007,0.1735346862,5333.4086,1937.8273199999999,442.13244,6207.51969,301985.5773
swamp pop,5533.70458,5673.972240000001,0.17636134099999998,5371.00191,2265.00136,459.50825999999995,7606.255950000001,311591.3767
swedish electropop,2474.1198600000002,6131.81799,0.22223549790000002,7030.06827,1852.7502299999999,684.2124600000001,4675.12489,557396.437
swedish idol pop,267.0,5370.0,0.203307,7590.000000000001,947.0000000000001,444.00000000000006,3770.0000000000005,520000.0
swedish indie pop,2109.0337999999997,5859.42658,0.2424229029,6559.5634,1932.6413899999998,447.07878,4124.20392,501408.27890000003
swedish pop,2596.4478000000004,6218.96038,0.2180462448,6636.286660000001,1800.47368,700.36531,5208.6083100000005,561682.619
swedish synthpop,2792.32582,6179.981060000001,0.24512334659999999,6527.63889,1790.9924199999998,541.17866,4758.42298,526142.6767999999
swiss pop,1568.0666700000002,7385.000000000001,0.20626016670000002,7113.33333,1186.0,597.5,5346.66667,528333.3333
synthpop,1483.96566,6349.494369999999,0.2634617696,6823.14893,1968.26631,471.67538,6625.308319999999,425113.4954
syrian pop,8270.96154,3793.46154,0.3709187115,2747.69231,3310.4230800000005,441.13462,4591.346149999999,103461.53850000001
taiwan pop,5252.0804499999995,5620.88045,0.25685842070000003,4312.34058,1542.8607,312.73498,4077.14448,480807.84750000003
tajik pop,9910.0,7890.000000000001,0.20971700000000001,3350.0,1889.9999999999998,948.0,8470.0,0.0
tamil pop,5949.4182900000005,6322.29951,0.25596511169999997,4141.65318,1569.37978,1008.37287,6279.53953,274067.2896
teen pop,2738.66377,6466.207729999999,0.2059307778,7252.72947,1799.2862300000002,564.8381599999999,5989.770530000001,578925.1208
texas pop punk,388.95679,5582.222220000001,0.18201265509999998,8355.505050000002,1788.84848,866.06854,6672.12121,544163.0592
thai pop,2919.3333300000004,6755.83333,0.2275480833,7124.16667,1364.1666699999998,400.08333,6575.83333,13333.33333
transpop,2426.26074,5480.964040000001,0.2153080964,6294.382619999999,1913.2217799999999,1245.56444,6680.878119999999,421818.1818
tunisian pop,1759.9999999999998,8070.0,0.281443,6390.0,590.0,416.0,6919.999999999999,490000.0
turkish pop,5740.6042800000005,5004.70588,0.2212952995,4974.14439,2086.12567,782.70856,5500.721930000001,421336.89840000006
turkish trap pop,2621.42857,6625.714290000001,0.14957657139999997,5297.14286,1120.42857,1452.85714,2107.14286,114285.71429999999
twee pop,2564.03639,4912.897730000001,0.21505967050000002,6367.27273,1904.72727,447.52841000000006,6861.98864,389261.3636
ugandan pop,483.0,7380.0,0.34276,5639.999999999999,724.0,381.0,9330.0,360000.0
uk alternative pop,1903.43702,6216.94589,0.23127071670000002,6760.328280000001,1334.30996,669.3603200000001,5156.24502,497998.557
uk pop,2908.66008,5983.8366,0.2085289374,6109.605420000001,1688.25441,754.12326,4597.79706,629149.3941
uk pop punk,3304.5475,4860.75,0.1611949,6943.625,1746.75,946.4000000000001,5879.5,438500.0
ukrainian pop,1820.0,7420.0,0.21712,9390.0,567.0,362.0,8650.0,400000.0
underground power pop,1061.2629,4822.20752,0.20147624790000002,7628.515369999999,1752.7066699999998,498.79211999999995,6890.03966,360314.8591
uzbek pop,9910.0,7890.000000000001,0.20971700000000001,3350.0,1889.9999999999998,948.0,8470.0,0.0
v-pop,3660.0,7920.0,0.256227,4920.0,1789.9999999999998,298.0,6810.000000000001,410000.0
vapor pop,3753.3813299999997,5609.94444,0.2239662011,5805.28889,1255.29778,608.96222,4603.13333,579955.5556000001
vietnamese pop,3660.0,7920.0,0.256227,4920.0,1789.9999999999998,298.0,6810.000000000001,410000.0
vintage chinese pop,6705.551010000001,4799.87624,0.22435140920000002,3626.7694400000005,2268.02772,387.08544,4289.700580000001,342206.63159999996
vintage dutch pop,8510.0,4740.0,0.2431575,3150.0,4760.0,5550.000000000001,3775.0,90000.0
vintage italian pop,9679.37408,4656.74553,0.1886117777,2532.54133,2085.25002,792.95031,5261.51099,47116.01012
vintage spanish pop,7676.42857,5183.57143,0.17442553570000002,5764.64286,3745.0000000000005,1014.64286,6936.07143,0.0
vintage swedish pop,7385.09091,4458.787880000001,0.1669078182,3558.3787900000007,2120.66667,523.5757600000001,5514.84848,194393.9394
viral pop,4119.6689,5755.19523,0.2154039287,5402.24797,1484.11832,596.86299,4277.114009999999,598119.4582
zambian pop,4730.0,6889.999999999999,0.042813000000000004,7750.0,2190.0,2190.0,6460.000000000001,0.0
